Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,team,date
Richard Hamilton,47:00:00,10,25,0.4,2,2,1,4,5,0.8,5,3,8,2,0,0,5,2,26,-8,DET,20040608
Tayshaun Prince,47:00:00,2,6,0.333,1,2,0.5,0,0,0,4,1,5,0,3,2,0,2,5,0,DET,20040608
Ben Wallace,43:00:00,5,11,0.455,0,0,0,2,8,0.25,4,10,14,1,2,2,0,5,12,-1,DET,20040608
Rasheed Wallace,34:00:00,5,14,0.357,0,3,0,1,2,0.5,1,6,7,3,0,2,0,4,11,-2,DET,20040608
Mehmet Okur,18:00,0,2,0,0,0,0,1,2,0.5,0,2,2,1,0,0,3,2,1,-6,DET,20040608
Lindsey Hunter,12:00,2,4,0.5,1,3,0.333,0,0,0,0,0,0,2,1,0,0,1,5,-7,DET,20040608
Elden Campbell,9:00,1,2,0.5,0,0,0,0,0,0,2,2,4,1,0,0,1,4,2,-4,DET,20040608
Corliss Williamson,7:00,1,2,0.5,0,0,0,0,0,0,1,1,2,0,0,0,2,2,2,-8,DET,20040608
Mike James,1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,DET,20040608
Kobe Bryant,49:00:00,14,27,0.519,1,5,0.2,4,5,0.8,0,4,4,7,2,0,5,5,33,7,LAL,20040608
Shaquille O'Neal,48:00:00,10,20,0.5,0,0,0,9,14,0.643,3,4,7,3,0,1,3,5,29,16,LAL,20040608
Karl Malone,39:00:00,3,9,0.333,0,1,0,3,4,0.75,3,6,9,2,1,0,1,3,9,4,LAL,20040608
Gary Payton,28:00:00,1,3,0.333,0,1,0,0,0,0,1,2,3,3,1,0,3,4,2,0,LAL,20040608
Devean George,21:00,3,7,0.429,1,3,0.333,0,0,0,0,2,2,1,1,0,0,2,7,-7,LAL,20040608
Luke Walton,27:00:00,3,3,1,1,1,1,0,0,0,1,4,5,8,0,2,0,3,7,18,LAL,20040608
Derek Fisher,25:00:00,2,6,0.333,2,4,0.5,1,2,0.5,0,3,3,2,2,0,0,4,7,8,LAL,20040608
Kareem Rush,18:00,2,4,0.5,1,2,0.5,0,0,0,0,2,2,2,0,0,1,0,5,-2,LAL,20040608
Stanislav Medvedenko,9:00,0,1,0,0,0,0,0,0,0,1,2,3,0,0,0,0,1,0,-3,LAL,20040608
Brian Cook,1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,LAL,20040608
Kobe Bryant,45:00:00,4,13,0.308,0,4,0,3,3,1,0,3,3,5,1,1,4,3,11,-20,LAL,20040610
Shaquille O'Neal,38:00:00,7,14,0.5,0,0,0,0,2,0,2,6,8,1,1,0,2,5,14,-19,LAL,20040610
Gary Payton,35:00:00,2,7,0.286,1,5,0.2,1,2,0.5,1,3,4,7,1,1,0,2,6,-12,LAL,20040610
Devean George,21:00,3,8,0.375,2,6,0.333,0,0,0,0,3,3,0,2,1,1,3,8,-8,LAL,20040610
Karl Malone,18:00,2,4,0.5,0,0,0,1,2,0.5,0,4,4,2,0,0,1,2,5,-13,LAL,20040610
Stanislav Medvedenko,21:00,1,3,0.333,0,0,0,1,2,0.5,2,6,8,1,0,1,1,4,3,-1,LAL,20040610
Luke Walton,19:00,1,5,0.2,0,2,0,2,2,1,1,2,3,2,1,0,2,4,4,-12,LAL,20040610
Kareem Rush,18:00,3,8,0.375,2,7,0.286,0,0,0,0,1,1,0,1,0,2,2,8,-5,LAL,20040610
Derek Fisher,16:00,4,9,0.444,1,3,0.333,0,0,0,1,1,2,1,0,0,3,1,9,-8,LAL,20040610
Brian Cook,8:00,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,2,LAL,20040610
Bryon Russell,1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,LAL,20040610
Richard Hamilton,43:00:00,11,22,0.5,2,4,0.5,7,7,1,3,3,6,3,2,0,3,1,31,15,DET,20040610
Ben Wallace,38:00:00,3,9,0.333,0,1,0,1,4,0.25,2,9,11,3,2,0,3,3,7,8,DET,20040610
Chauncey Billups,36:00:00,5,11,0.455,2,5,0.4,7,7,1,0,2,2,3,1,0,2,1,19,14,DET,20040610
Tayshaun Prince,36:00:00,5,13,0.385,1,5,0.2,0,2,0,3,3,6,2,3,0,1,1,11,5,DET,20040610
Rasheed Wallace,26:00:00,1,4,0.25,0,0,0,1,4,0.25,2,8,10,1,0,2,1,3,3,8,DET,20040610
Lindsey Hunter,16:00,1,3,0.333,0,0,0,0,0,0,1,4,5,2,0,2,0,4,2,12,DET,20040610
Corliss Williamson,15:00,2,4,0.5,0,0,0,2,2,1,0,3,3,0,0,0,1,0,6,11,DET,20040610
Elden Campbell,13:00,1,4,0.25,0,0,0,3,4,0.75,2,0,2,1,3,0,0,3,5,10,DET,20040610
Mehmet Okur,8:00,1,4,0.25,0,0,0,0,0,0,1,3,4,1,0,0,0,0,2,1,DET,20040610
Mike James,4:00,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,7,DET,20040610
Darvin Ham,3:00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,DET,20040610
Darko Milicic,2:00,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,DET,20040610
Shaquille O'Neal,47:00:00,16,21,0.762,0,0,0,4,11,0.364,3,17,20,2,0,1,2,4,36,-8,LAL,20040613
Kobe Bryant,45:00:00,8,25,0.32,2,6,0.333,2,2,1,0,0,0,2,1,0,3,3,20,-8,LAL,20040613
Gary Payton,43:00:00,4,11,0.364,0,2,0,0,0,0,1,1,2,5,0,0,1,4,8,-5,LAL,20040613
Karl Malone,21:00,1,2,0.5,0,0,0,0,0,0,2,3,5,2,0,0,2,2,2,-1,LAL,20040613
Devean George,15:00,1,2,0.5,1,2,0.5,2,4,0.5,1,2,3,0,1,0,0,5,5,7,LAL,20040613
Derek Fisher,21:00,1,6,0.167,0,3,0,2,3,0.667,1,4,5,2,0,0,0,4,4,-7,LAL,20040613
Rick Fox,16:00,1,4,0.25,0,1,0,0,0,0,0,1,1,6,0,0,0,3,2,-8,LAL,20040613
Stanislav Medvedenko,13:00,1,5,0.2,0,0,0,1,2,0.5,1,0,1,1,0,0,0,3,3,-2,LAL,20040613
Luke Walton,12:00,0,1,0,0,1,0,0,0,0,0,1,1,3,2,0,2,6,0,-6,LAL,20040613
Kareem Rush,6:00,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,LAL,20040613
Bryon Russell,1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,LAL,20040613
Richard Hamilton,44:00:00,5,11,0.455,0,0,0,7,7,1,1,1,2,6,0,0,5,5,17,9,DET,20040613
Rasheed Wallace,41:00:00,10,23,0.435,0,5,0,6,6,1,2,11,13,2,2,2,2,4,26,7,DET,20040613
Tayshaun Prince,40:00:00,3,10,0.3,0,3,0,0,1,0,4,3,7,2,0,0,0,1,6,10,DET,20040613
Ben Wallace,39:00:00,2,5,0.4,0,0,0,4,14,0.286,2,11,13,2,1,1,1,3,8,16,DET,20040613
Chauncey Billups,37:00:00,7,12,0.583,2,5,0.4,7,9,0.778,0,4,4,4,2,0,3,3,23,5,DET,20040613
Elden Campbell,14:00,0,3,0,0,0,0,0,0,0,0,2,2,0,0,1,0,2,0,-3,DET,20040613
Lindsey Hunter,11:00,0,1,0,0,0,0,4,4,1,0,0,0,0,0,0,0,1,4,-3,DET,20040613
Mike James,6:00,2,2,1,0,0,0,0,0,0,0,2,2,0,0,0,1,0,4,3,DET,20040613
Corliss Williamson,5:00,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,DET,20040613
Darvin Ham,2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2,DET,20040613
Darko Milicic,1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,DET,20040613
Kobe Bryant,45:00:00,7,21,0.333,0,2,0,10,11,0.909,1,2,3,4,1,0,3,2,24,-19,LAL,20040615
Shaquille O'Neal,35:00:00,7,13,0.538,0,0,0,6,16,0.375,2,6,8,1,1,0,1,4,20,-12,LAL,20040615
Gary Payton,31:00:00,1,3,0.333,0,1,0,0,0,0,2,2,4,4,2,1,1,2,2,-16,LAL,20040615
Stanislav Medvedenko,23:00,4,8,0.5,0,0,0,2,2,1,2,3,5,1,0,0,1,1,10,-11,LAL,20040615
Devean George,20:00,2,6,0.333,0,2,0,0,0,0,2,1,3,2,0,1,0,4,4,-8,LAL,20040615
Kareem Rush,20:00,2,6,0.333,1,4,0.25,0,0,0,0,0,0,0,0,0,0,3,5,3,LAL,20040615
Derek Fisher,19:00,3,6,0.5,3,4,0.75,1,2,0.5,0,2,2,1,2,0,0,5,10,3,LAL,20040615
Luke Walton,19:00,1,4,0.25,0,2,0,0,0,0,1,2,3,5,3,0,3,2,2,9,LAL,20040615
Brian Cook,12:00,1,3,0.333,0,0,0,2,2,1,3,2,5,0,1,0,1,2,4,-1,LAL,20040615
Rick Fox,10:00,3,3,1,0,0,0,0,0,0,0,2,2,0,0,0,1,1,6,-2,LAL,20040615
Bryon Russell,6:00,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,-11,LAL,20040615
Richard Hamilton,45:00:00,6,18,0.333,0,4,0,9,11,0.818,0,3,3,4,1,0,4,1,21,14,DET,20040615
Ben Wallace,42:00:00,8,13,0.615,0,1,0,2,6,0.333,10,12,22,1,3,1,0,3,18,23,DET,20040615
Tayshaun Prince,38:00:00,6,15,0.4,0,2,0,5,8,0.625,3,7,10,2,1,0,1,2,17,16,DET,20040615
Chauncey Billups,33:00:00,3,5,0.6,0,1,0,8,8,1,0,3,3,6,0,0,3,2,14,16,DET,20040615
Rasheed Wallace,21:00,5,8,0.625,1,2,0.5,0,0,0,1,0,1,0,0,1,0,5,11,4,DET,20040615
Corliss Williamson,14:00,1,5,0.2,0,0,0,4,4,1,2,1,3,0,0,0,1,2,6,-3,DET,20040615
Elden Campbell,14:00,2,2,1,0,0,0,0,0,0,1,3,4,2,0,0,1,3,4,14,DET,20040615
Lindsey Hunter,13:00,1,4,0.25,0,3,0,0,0,0,0,1,1,0,2,0,0,3,2,-2,DET,20040615
Mike James,10:00,0,2,0,0,0,0,0,0,0,1,0,1,3,0,0,0,2,0,-6,DET,20040615
Mehmet Okur,7:00,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,7,2,DET,20040615
Darko Milicic,2:00,0,1,0,0,0,0,0,2,0,1,0,1,0,1,0,1,0,0,-8,DET,20040615
Darvin Ham,1:00,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-5,DET,20040615
Stephen Jackson,31:00:00,9,14,0.643,3,4,0.75,4,5,0.8,0,1,1,3,1,2,5,2,25,-16,IND,20050423
Anthony Johnson,31:00:00,3,6,0.5,1,1,1,2,2,1,1,2,3,5,2,0,2,1,9,-28,IND,20050423
Reggie Miller,26:00:00,1,7,0.143,0,0,0,5,5,1,1,6,7,2,0,0,2,2,7,-25,IND,20050423
Jermaine O'Neal,25:00:00,3,12,0.25,0,0,0,1,2,0.5,2,3,5,0,0,1,4,3,7,-27,IND,20050423
Dale Davis,18:00,1,4,0.25,0,0,0,0,0,0,3,7,10,0,0,3,0,1,2,-14,IND,20050423
Fred Jones,24:00:00,0,6,0,0,1,0,4,4,1,0,0,0,1,0,0,2,1,4,-4,IND,20050423
Austin Croshere,19:00,1,1,1,1,1,1,7,8,0.875,0,2,2,0,0,0,3,2,10,3,IND,20050423
Scot Pollard,18:00,1,5,0.2,0,0,0,1,2,0.5,4,2,6,0,0,0,2,3,3,-6,IND,20050423
Eddie Gill,17:00,1,4,0.25,0,2,0,2,2,1,0,2,2,2,1,0,2,0,4,8,IND,20050423
Jeff Foster,16:00,2,3,0.667,0,0,0,3,4,0.75,1,4,5,0,1,1,0,1,7,4,IND,20050423
James Jones,15:00,1,4,0.25,1,3,0.333,1,2,0.5,0,2,2,2,1,0,0,5,4,5,IND,20050423
Paul Pierce,33:00:00,2,11,0.182,1,4,0.25,7,9,0.778,1,8,9,5,5,0,2,2,12,15,BOS,20050423
Antoine Walker,30:00:00,6,16,0.375,1,2,0.5,0,1,0,1,4,5,4,0,0,1,4,13,23,BOS,20050423
Gary Payton,29:00:00,7,11,0.636,0,2,0,0,1,0,0,3,3,7,1,0,1,3,14,18,BOS,20050423
Raef LaFrentz,25:00:00,8,9,0.889,5,5,1,0,0,0,0,3,3,1,0,3,0,2,21,10,BOS,20050423
Tony Allen,23:00,1,3,0.333,0,0,0,0,2,0,1,0,1,2,1,0,1,6,2,-2,BOS,20050423
Ricky Davis,25:00:00,5,8,0.625,0,0,0,3,4,0.75,0,0,0,3,3,0,1,2,13,20,BOS,20050423
Marcus Banks,19:00,4,7,0.571,2,3,0.667,1,2,0.5,0,2,2,2,1,0,1,3,11,2,BOS,20050423
Al Jefferson,17:00,3,3,1,0,0,0,2,2,1,1,6,7,0,0,2,0,2,8,17,BOS,20050423
Delonte West,15:00,1,3,0.333,1,2,0.5,0,0,0,0,2,2,0,3,1,0,2,3,3,BOS,20050423
Mark Blount,13:00,1,3,0.333,0,0,0,0,0,0,0,1,1,0,0,0,2,2,2,7,BOS,20050423
Kendrick Perkins,6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,-6,BOS,20050423
Justin Reed,5:00,0,0,0,0,0,0,3,4,0.75,0,0,0,0,0,0,1,0,3,-7,BOS,20050423
Tracy McGrady,47:00:00,14,27,0.519,3,7,0.429,3,3,1,1,4,5,6,2,0,4,2,34,13,HOU,20050423
David Wesley,36:00:00,4,6,0.667,1,1,1,0,0,0,1,3,4,3,0,0,2,3,9,15,HOU,20050423
Ryan Bowen,31:00:00,2,7,0.286,0,0,0,0,0,0,2,1,3,0,2,0,0,6,4,-8,HOU,20050423
Bob Sura,24:00:00,3,6,0.5,0,1,0,2,2,1,0,6,6,1,3,0,1,3,8,4,HOU,20050423
Yao Ming,20:00,3,8,0.375,0,0,0,5,6,0.833,4,4,8,0,0,1,2,6,11,5,HOU,20050423
Jon Barry,28:00:00,3,7,0.429,2,4,0.5,0,0,0,0,4,4,1,2,0,0,1,8,17,HOU,20050423
Dikembe Mutombo,27:00:00,1,3,0.333,0,0,0,6,7,0.857,3,5,8,1,0,0,0,4,8,7,HOU,20050423
Mike James,26:00:00,7,13,0.538,0,2,0,2,2,1,0,1,1,2,1,0,1,2,16,9,HOU,20050423
Scott Padgett,1:00,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-2,HOU,20050423
Josh Howard,43:00:00,4,9,0.444,0,0,0,9,10,0.9,5,5,10,1,1,0,1,6,17,0,DAL,20050423
Dirk Nowitzki,42:00:00,5,19,0.263,0,2,0,11,13,0.846,1,6,7,3,0,1,6,2,21,-20,DAL,20050423
Jason Terry,42:00:00,4,6,0.667,3,5,0.6,6,6,1,3,3,6,3,1,1,4,2,17,-3,DAL,20050423
Michael Finley,32:00:00,2,8,0.25,1,2,0.5,0,0,0,1,5,6,2,1,0,1,2,5,-3,DAL,20050423
Erick Dampier,25:00:00,3,6,0.5,0,0,0,1,4,0.25,5,2,7,0,1,3,0,2,7,-3,DAL,20050423
Jerry Stackhouse,31:00:00,4,13,0.308,1,2,0.5,5,7,0.714,2,1,3,1,0,1,0,2,14,-14,DAL,20050423
Keith Van Horn,15:00,2,7,0.286,0,2,0,1,2,0.5,2,3,5,1,0,0,0,1,5,-2,DAL,20050423
Devin Harris,7:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,-11,DAL,20050423
Shawn Bradley,3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,-4,DAL,20050423
Allen Iverson,47:00:00,9,22,0.409,4,8,0.5,8,8,1,0,1,1,10,4,1,7,2,30,-23,PHI,20050423
Samuel Dalembert,42:00:00,5,10,0.5,0,0,0,0,0,0,5,13,18,1,0,3,1,3,10,-14,PHI,20050423
Andre Iguodala,40:00:00,4,9,0.444,0,2,0,2,6,0.333,1,3,4,4,2,1,1,4,10,-10,PHI,20050423
Chris Webber,38:00:00,11,20,0.55,3,5,0.6,2,2,1,1,2,3,3,1,0,2,2,27,-15,PHI,20050423
Kyle Korver,34:00:00,1,4,0.25,0,3,0,0,0,0,1,3,4,1,0,0,2,3,2,-18,PHI,20050423
Marc Jackson,16:00,0,6,0,0,0,0,2,2,1,1,0,1,0,1,0,2,2,2,-13,PHI,20050423
Aaron McKie,13:00,0,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,1,0,-16,PHI,20050423
Rodney Rogers,6:00,0,3,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,PHI,20050423
Willie Green,2:00,1,2,0.5,0,0,0,2,2,1,0,0,0,0,0,0,0,0,4,2,PHI,20050423
John Salmons,1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,PHI,20050423
Josh Davis,1:00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,PHI,20050423
Tayshaun Prince,47:00:00,10,15,0.667,1,3,0.333,2,3,0.667,3,4,7,3,1,0,1,1,23,21,DET,20050423
Richard Hamilton,44:00:00,8,16,0.5,1,2,0.5,0,2,0,0,2,2,5,1,0,5,2,17,23,DET,20050423
Ben Wallace,39:00:00,1,5,0.2,0,0,0,5,8,0.625,2,8,10,4,4,7,0,1,7,14,DET,20050423
Rasheed Wallace,34:00:00,11,20,0.55,4,7,0.571,3,4,0.75,4,6,10,2,0,1,4,4,29,7,DET,20050423
Chauncey Billups,32:00:00,3,11,0.273,0,3,0,5,5,1,1,5,6,4,1,1,2,2,11,8,DET,20050423
Antonio McDyess,21:00,7,9,0.778,0,0,0,1,2,0.5,2,6,8,1,1,0,1,2,15,21,DET,20050423
Lindsey Hunter,11:00,2,3,0.667,0,1,0,0,0,0,0,3,3,2,1,0,1,4,4,3,DET,20050423
Carlos Arroyo,8:00,0,1,0,0,0,0,0,0,0,0,1,1,3,0,1,1,3,0,8,DET,20050423
Darvin Ham,2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,20050423
Darko Milicic,1:00,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,DET,20050423
Ronald Dupree,1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,20050423
Peja Stojakovic,44:00:00,9,19,0.474,4,9,0.444,2,2,1,1,4,5,1,0,1,1,2,24,-2,SAC,20050423
Cuttino Mobley,39:00:00,10,19,0.526,1,5,0.2,1,3,0.333,1,1,2,2,0,1,1,3,22,-1,SAC,20050423
Mike Bibby,37:00:00,1,16,0.063,0,6,0,1,2,0.5,2,3,5,4,0,1,2,2,3,-8,SAC,20050423
Kenny Thomas,33:00:00,3,9,0.333,0,0,0,4,7,0.571,5,3,8,3,2,1,3,4,10,-19,SAC,20050423
Brian Skinner,21:00,2,5,0.4,0,0,0,0,0,0,3,2,5,1,1,2,1,3,4,-5,SAC,20050423
Greg Ostertag,17:00,3,3,1,0,0,0,0,0,0,3,4,7,0,1,1,0,3,6,12,SAC,20050423
Bobby Jackson,16:00,0,7,0,0,4,0,0,0,0,1,1,2,2,0,0,2,1,0,-4,SAC,20050423
Darius Songaila,15:00,2,4,0.5,0,0,0,0,0,0,3,2,5,1,0,0,1,1,4,3,SAC,20050423
Brad Miller,8:00,3,3,1,0,0,0,1,1,1,1,3,4,3,0,0,1,2,7,5,SAC,20050423
Corliss Williamson,6:00,1,2,0.5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,-7,SAC,20050423
Eddie House,4:00,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,SAC,20050423
Ray Allen,43:00:00,8,23,0.348,3,7,0.429,9,10,0.9,3,7,10,3,3,0,1,2,28,8,SEA,20050423
Jerome James,34:00:00,7,20,0.35,0,0,0,3,4,0.75,8,7,15,1,1,5,1,2,17,11,SEA,20050423
Rashard Lewis,30:00:00,8,13,0.615,1,2,0.5,1,2,0.5,0,1,1,2,0,0,2,4,18,5,SEA,20050423
Reggie Evans,29:00:00,2,7,0.286,0,0,0,1,2,0.5,8,7,15,1,0,0,1,5,5,8,SEA,20050423
Luke Ridnour,27:00:00,0,6,0,0,1,0,0,0,0,1,0,1,4,1,0,0,1,0,13,SEA,20050423
Antonio Daniels,28:00:00,3,8,0.375,0,2,0,6,8,0.75,1,3,4,4,2,0,3,0,12,-7,SEA,20050423
Nick Collison,19:00,2,3,0.667,0,0,0,0,0,0,0,1,1,1,0,0,1,4,4,-4,SEA,20050423
Vladimir Radmanovic,13:00,0,1,0,0,1,0,0,0,0,0,2,2,0,2,0,0,0,0,-11,SEA,20050423
Damien Wilkins,9:00,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,5,SEA,20050423
Danny Fortson,8:00,1,2,0.5,0,0,0,1,2,0.5,1,0,1,0,0,0,0,2,3,-3,SEA,20050423
Gilbert Arenas,47:00:00,3,19,0.158,1,6,0.167,2,2,1,1,7,8,8,1,0,4,4,9,-5,WAS,20050424
Larry Hughes,40:00:00,11,20,0.55,1,3,0.333,8,10,0.8,0,5,5,1,1,1,3,5,31,-8,WAS,20050424
Antawn Jamison,34:00:00,6,15,0.4,2,3,0.667,0,0,0,2,5,7,1,0,0,1,4,14,-7,WAS,20050424
Brendan Haywood,27:00:00,1,4,0.25,0,0,0,4,6,0.667,3,4,7,1,1,3,0,1,6,-14,WAS,20050424
Jared Jeffries,20:00,1,1,1,0,0,0,3,4,0.75,0,1,1,3,0,2,2,0,5,8,WAS,20050424
Kwame Brown,35:00:00,5,11,0.455,0,0,0,3,5,0.6,3,6,9,2,0,1,1,0,13,-9,WAS,20050424
Juan Dixon,17:00,4,12,0.333,1,6,0.167,2,2,1,0,2,2,0,1,0,1,3,11,-6,WAS,20050424
Etan Thomas,13:00,2,2,1,0,0,0,1,4,0.25,0,4,4,0,0,1,0,2,5,-4,WAS,20050424
Anthony Peeler,7:00,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,0,WAS,20050424
Andres Nocioni,47:00:00,8,18,0.444,2,4,0.5,7,8,0.875,3,15,18,4,0,1,2,4,25,10,CHI,20050424
Kirk Hinrich,40:00:00,8,23,0.348,0,5,0,1,4,0.25,1,4,5,7,3,1,1,2,17,10,CHI,20050424
Chris Duhon,34:00:00,3,8,0.375,1,4,0.25,0,0,0,3,7,10,6,2,0,2,1,7,5,CHI,20050424
Antonio Davis,29:00:00,4,6,0.667,0,0,0,1,2,0.5,1,2,3,3,0,2,0,3,9,7,CHI,20050424
Othella Harrington,18:00,5,11,0.455,0,0,0,0,0,0,2,3,5,1,0,0,2,4,10,-6,CHI,20050424
Ben Gordon,33:00:00,11,19,0.579,3,5,0.6,5,8,0.625,1,2,3,2,1,2,0,4,30,10,CHI,20050424
Eric Piatkowski,17:00,1,7,0.143,1,4,0.25,0,0,0,1,0,1,1,0,1,0,0,3,0,CHI,20050424
Tyson Chandler,16:00,0,1,0,0,0,0,2,4,0.5,3,4,7,3,0,3,1,5,2,14,CHI,20050424
Lawrence Funderburke,4:00,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,CHI,20050424
Jared Reiner,2:00,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,-5,CHI,20050424
Vince Carter,44:00:00,8,21,0.381,3,5,0.6,8,9,0.889,2,8,10,8,1,0,3,2,27,-14,NJN,20050424
Jason Kidd,43:00:00,7,17,0.412,4,8,0.5,0,1,0,4,5,9,4,1,0,1,4,18,-13,NJN,20050424
Nenad Krstic,33:00:00,4,9,0.444,0,0,0,3,6,0.5,1,7,8,2,0,0,1,5,11,-7,NJN,20050424
Brian Scalabrine,25:00:00,2,3,0.667,1,2,0.5,2,2,1,0,2,2,0,0,0,1,2,7,-2,NJN,20050424
Jason Collins,24:00:00,2,6,0.333,0,0,0,0,0,0,1,1,2,1,0,0,1,4,4,-5,NJN,20050424
Travis Best,25:00:00,4,8,0.5,1,2,0.5,2,2,1,1,1,2,4,1,0,1,3,11,-14,NJN,20050424
Richard Jefferson,23:00,3,7,0.429,0,2,0,3,4,0.75,2,1,3,2,1,0,0,3,9,-8,NJN,20050424
Clifford Robinson,19:00,4,7,0.571,1,3,0.333,2,2,1,0,3,3,1,1,0,0,4,11,-19,NJN,20050424
Billy Thomas,1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,NJN,20050424
Rodney Buford,1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,NJN,20050424
Zoran Planinic,1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,NJN,20050424
Jabari Smith,1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,NJN,20050424
Dwyane Wade,40:00:00,12,18,0.667,0,0,0,8,9,0.889,1,4,5,8,0,1,2,0,32,11,MIA,20050424
Damon Jones,38:00:00,10,12,0.833,7,9,0.778,3,4,0.75,0,2,2,4,0,0,1,1,30,7,MIA,20050424
Udonis Haslem,34:00:00,3,7,0.429,0,0,0,5,5,1,2,9,11,3,0,1,1,2,11,14,MIA,20050424
Eddie Jones,34:00:00,3,9,0.333,2,5,0.4,2,3,0.667,1,4,5,3,2,0,0,5,10,10,MIA,20050424
Shaquille O'Neal,32:00:00,7,13,0.538,0,0,0,3,9,0.333,1,10,11,0,0,0,1,3,17,8,MIA,20050424
Shandon Anderson,18:00,0,1,0,0,0,0,0,0,0,1,3,4,2,2,0,2,3,0,17,MIA,20050424
Alonzo Mourning,14:00,2,2,1,0,0,0,2,5,0.4,1,2,3,0,0,0,1,2,6,5,MIA,20050424
Christian Laettner,13:00,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,MIA,20050424
Keyon Dooling,12:00,1,4,0.25,0,1,0,0,0,0,0,0,0,1,0,0,1,1,2,10,MIA,20050424
Rasual Butler,5:00,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,2,MIA,20050424
Shane Battier,36:00:00,4,9,0.444,0,0,0,0,1,0,4,5,9,1,0,2,0,3,8,-11,MEM,20050424
Mike Miller,32:00:00,7,10,0.7,5,7,0.714,0,0,0,0,3,3,4,0,1,1,1,19,-12,MEM,20050424
Jason Williams,31:00:00,7,13,0.538,2,5,0.4,1,1,1,0,4,4,5,2,0,2,2,17,-16,MEM,20050424
Pau Gasol,26:00:00,8,19,0.421,0,0,0,0,1,0,4,3,7,2,0,2,2,1,16,-1,MEM,20050424
Lorenzen Wright,20:00,2,7,0.286,0,0,0,1,2,0.5,1,6,7,3,0,0,0,1,5,-6,MEM,20050424
James Posey,27:00:00,3,7,0.429,2,4,0.5,3,3,1,0,4,4,0,0,0,3,5,11,-9,MEM,20050424
Brian Cardinal,19:00,2,5,0.4,0,2,0,3,3,1,1,2,3,0,0,0,1,3,7,3,MEM,20050424
Earl Watson,17:00,3,7,0.429,0,3,0,0,0,0,0,4,4,4,1,0,1,1,6,5,MEM,20050424
Bonzi Wells,16:00,2,5,0.4,0,0,0,4,4,1,0,2,2,3,2,1,0,0,8,1,MEM,20050424
Stromile Swift,16:00,3,6,0.5,0,0,0,0,0,0,1,2,3,1,0,0,1,0,6,-9,MEM,20050424
Shawn Marion,43:00:00,11,19,0.579,3,5,0.6,1,2,0.5,5,8,13,1,1,0,4,4,26,-1,PHO,20050424
Joe Johnson,43:00:00,6,13,0.462,3,5,0.6,1,2,0.5,0,7,7,6,1,1,0,3,16,21,PHO,20050424
