Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,??,??,Notes
"Thu, Jun 10, 2010",9:00 PM,Los Angeles Lakers,89,Boston Celtics,96,Box Score,,
"Sun, Jun 13, 2010",8:00 PM,Los Angeles Lakers,86,Boston Celtics,92,Box Score,,
"Tue, Jun 15, 2010",6:00 PM,Boston Celtics,67,Los Angeles Lakers,89,Box Score,,
"Thu, Jun 17, 2010",6:00 PM,Boston Celtics,79,Los Angeles Lakers,83,Box Score,,
"Sat, Apr 16, 2011",12:00 PM,Indiana Pacers,99,Chicago Bulls,104,Box Score,,
"Sat, Apr 16, 2011",8:30 PM,Portland Trail Blazers,81,Dallas Mavericks,89,Box Score,,
"Sat, Apr 16, 2011",3:30 PM,Philadelphia 76ers,89,Miami Heat,97,Box Score,,
"Sat, Apr 16, 2011",7:00 PM,Atlanta Hawks,103,Orlando Magic,93,Box Score,,
"Sun, Apr 17, 2011",7:00 PM,New York Knicks,85,Boston Celtics,87,Box Score,,
"Sun, Apr 17, 2011",12:30 PM,New Orleans Hornets,109,Los Angeles Lakers,100,Box Score,,
"Sun, Apr 17, 2011",8:30 PM,Denver Nuggets,103,Oklahoma City Thunder,107,Box Score,,
"Sun, Apr 17, 2011",12:00 PM,Memphis Grizzlies,101,San Antonio Spurs,98,Box Score,,
"Mon, Apr 18, 2011",8:30 PM,Indiana Pacers,90,Chicago Bulls,96,Box Score,,
"Mon, Apr 18, 2011",7:00 PM,Philadelphia 76ers,73,Miami Heat,94,Box Score,,
"Tue, Apr 19, 2011",7:00 PM,New York Knicks,93,Boston Celtics,96,Box Score,,
"Tue, Apr 19, 2011",8:30 PM,Portland Trail Blazers,89,Dallas Mavericks,101,Box Score,,
"Tue, Apr 19, 2011",7:30 PM,Atlanta Hawks,82,Orlando Magic,88,Box Score,,
"Wed, Apr 20, 2011",7:30 PM,New Orleans Hornets,78,Los Angeles Lakers,87,Box Score,,
"Wed, Apr 20, 2011",7:00 PM,Denver Nuggets,89,Oklahoma City Thunder,106,Box Score,,
"Wed, Apr 20, 2011",7:30 PM,Memphis Grizzlies,87,San Antonio Spurs,93,Box Score,,
"Thu, Apr 21, 2011",7:00 PM,Chicago Bulls,88,Indiana Pacers,84,Box Score,,
"Thu, Apr 21, 2011",8:00 PM,Miami Heat,100,Philadelphia 76ers,94,Box Score,,
"Thu, Apr 21, 2011",7:30 PM,Dallas Mavericks,92,Portland Trail Blazers,97,Box Score,,
"Fri, Apr 22, 2011",8:00 PM,Orlando Magic,84,Atlanta Hawks,88,Box Score,,
"Fri, Apr 22, 2011",8:30 PM,Los Angeles Lakers,100,New Orleans Hornets,86,Box Score,,
"Fri, Apr 22, 2011",7:00 PM,Boston Celtics,113,New York Knicks,96,Box Score,,
"Sat, Apr 23, 2011",8:00 PM,Oklahoma City Thunder,97,Denver Nuggets,94,Box Score,,
"Sat, Apr 23, 2011",2:30 PM,Chicago Bulls,84,Indiana Pacers,89,Box Score,,
"Sat, Apr 23, 2011",6:30 PM,San Antonio Spurs,88,Memphis Grizzlies,91,Box Score,,
"Sat, Apr 23, 2011",2:00 PM,Dallas Mavericks,82,Portland Trail Blazers,84,Box Score,,
"Sun, Apr 24, 2011",7:00 PM,Orlando Magic,85,Atlanta Hawks,88,Box Score,,
"Sun, Apr 24, 2011",8:30 PM,Los Angeles Lakers,88,New Orleans Hornets,93,Box Score,,
"Sun, Apr 24, 2011",3:30 PM,Boston Celtics,101,New York Knicks,89,Box Score,,
"Sun, Apr 24, 2011",1:00 PM,Miami Heat,82,Philadelphia 76ers,86,Box Score,,
"Mon, Apr 25, 2011",7:30 PM,Portland Trail Blazers,82,Dallas Mavericks,93,Box Score,,
"Mon, Apr 25, 2011",8:30 PM,Oklahoma City Thunder,101,Denver Nuggets,104,Box Score,,
"Mon, Apr 25, 2011",7:00 PM,San Antonio Spurs,86,Memphis Grizzlies,104,Box Score,,
"Tue, Apr 26, 2011",7:00 PM,Indiana Pacers,89,Chicago Bulls,116,Box Score,,
"Tue, Apr 26, 2011",7:30 PM,New Orleans Hornets,90,Los Angeles Lakers,106,Box Score,,
"Tue, Apr 26, 2011",7:30 PM,Atlanta Hawks,76,Orlando Magic,101,Box Score,,
"Wed, Apr 27, 2011",7:00 PM,Philadelphia 76ers,91,Miami Heat,97,Box Score,,
"Wed, Apr 27, 2011",8:30 PM,Denver Nuggets,97,Oklahoma City Thunder,100,Box Score,,
"Wed, Apr 27, 2011",7:30 PM,Memphis Grizzlies,103,San Antonio Spurs,110,Box Score,OT,
"Thu, Apr 28, 2011",7:30 PM,Orlando Magic,81,Atlanta Hawks,84,Box Score,,
"Thu, Apr 28, 2011",7:00 PM,Los Angeles Lakers,98,New Orleans Hornets,80,Box Score,,
"Thu, Apr 28, 2011",7:30 PM,Dallas Mavericks,103,Portland Trail Blazers,96,Box Score,,
"Fri, Apr 29, 2011",8:00 PM,San Antonio Spurs,91,Memphis Grizzlies,99,Box Score,,
"Sun, May 1, 2011",3:30 PM,Boston Celtics,90,Miami Heat,99,Box Score,,
"Sun, May 1, 2011",12:00 PM,Memphis Grizzlies,114,Oklahoma City Thunder,101,Box Score,,
"Mon, May 2, 2011",7:00 PM,Atlanta Hawks,103,Chicago Bulls,95,Box Score,,
"Mon, May 2, 2011",7:30 PM,Dallas Mavericks,96,Los Angeles Lakers,94,Box Score,,
"Tue, May 3, 2011",7:00 PM,Boston Celtics,91,Miami Heat,102,Box Score,,
"Tue, May 3, 2011",8:30 PM,Memphis Grizzlies,102,Oklahoma City Thunder,111,Box Score,,
"Wed, May 4, 2011",7:00 PM,Atlanta Hawks,73,Chicago Bulls,86,Box Score,,
"Wed, May 4, 2011",7:30 PM,Dallas Mavericks,93,Los Angeles Lakers,81,Box Score,,
"Fri, May 6, 2011",7:00 PM,Chicago Bulls,99,Atlanta Hawks,82,Box Score,,
"Fri, May 6, 2011",8:30 PM,Los Angeles Lakers,92,Dallas Mavericks,98,Box Score,,
"Sat, May 7, 2011",8:00 PM,Miami Heat,81,Boston Celtics,97,Box Score,,
"Sat, May 7, 2011",4:00 PM,Oklahoma City Thunder,93,Memphis Grizzlies,101,Box Score,OT,
"Sun, May 8, 2011",8:00 PM,Chicago Bulls,88,Atlanta Hawks,100,Box Score,,
"Sun, May 8, 2011",2:30 PM,Los Angeles Lakers,86,Dallas Mavericks,122,Box Score,,
"Mon, May 9, 2011",7:00 PM,Miami Heat,98,Boston Celtics,90,Box Score,OT,
"Mon, May 9, 2011",8:30 PM,Oklahoma City Thunder,133,Memphis Grizzlies,123,Box Score,3OT,
"Tue, May 10, 2011",7:00 PM,Atlanta Hawks,83,Chicago Bulls,95,Box Score,,
"Wed, May 11, 2011",7:00 PM,Boston Celtics,87,Miami Heat,97,Box Score,,
"Wed, May 11, 2011",8:30 PM,Memphis Grizzlies,72,Oklahoma City Thunder,99,Box Score,,
"Thu, May 12, 2011",8:00 PM,Chicago Bulls,93,Atlanta Hawks,73,Box Score,,
"Fri, May 13, 2011",8:00 PM,Oklahoma City Thunder,83,Memphis Grizzlies,95,Box Score,,
"Sun, May 15, 2011",7:00 PM,Miami Heat,82,Chicago Bulls,103,Box Score,,
"Sun, May 15, 2011",2:30 PM,Memphis Grizzlies,90,Oklahoma City Thunder,105,Box Score,,
"Tue, May 17, 2011",8:00 PM,Oklahoma City Thunder,112,Dallas Mavericks,121,Box Score,,
"Wed, May 18, 2011",7:30 PM,Miami Heat,85,Chicago Bulls,75,Box Score,,
"Thu, May 19, 2011",8:00 PM,Oklahoma City Thunder,106,Dallas Mavericks,100,Box Score,,
"Sat, May 21, 2011",8:00 PM,Dallas Mavericks,93,Oklahoma City Thunder,87,Box Score,,
"Sun, May 22, 2011",8:30 PM,Chicago Bulls,85,Miami Heat,96,Box Score,,
"Mon, May 23, 2011",8:00 PM,Dallas Mavericks,112,Oklahoma City Thunder,105,Box Score,OT,
"Tue, May 24, 2011",8:30 PM,Chicago Bulls,93,Miami Heat,101,Box Score,OT,
"Wed, May 25, 2011",8:00 PM,Oklahoma City Thunder,96,Dallas Mavericks,100,Box Score,,
"Thu, May 26, 2011",7:30 PM,Miami Heat,83,Chicago Bulls,80,Box Score,,
"Tue, May 31, 2011",9:00 PM,Dallas Mavericks,84,Miami Heat,92,Box Score,,
"Thu, Jun 2, 2011",9:00 PM,Dallas Mavericks,95,Miami Heat,93,Box Score,,
"Sun, Jun 5, 2011",7:00 PM,Miami Heat,88,Dallas Mavericks,86,Box Score,,
"Tue, Jun 7, 2011",8:00 PM,Miami Heat,83,Dallas Mavericks,86,Box Score,,
"Thu, Jun 9, 2011",8:00 PM,Miami Heat,103,Dallas Mavericks,112,Box Score,,
"Sun, Jun 12, 2011",8:00 PM,Dallas Mavericks,105,Miami Heat,95,Box Score,,
"Sat, Apr 28, 2012",12:00 PM,Philadelphia 76ers,91,Chicago Bulls,103,Box Score,,
"Sat, Apr 28, 2012",7:00 PM,Orlando Magic,81,Indiana Pacers,77,Box Score,,
"Sat, Apr 28, 2012",3:30 PM,New York Knicks,67,Miami Heat,100,Box Score,,
"Sat, Apr 28, 2012",8:30 PM,Dallas Mavericks,98,Oklahoma City Thunder,99,Box Score,,
"Sun, Apr 29, 2012",7:00 PM,Boston Celtics,74,Atlanta Hawks,83,Box Score,,
"Sun, Apr 29, 2012",12:30 PM,Denver Nuggets,88,Los Angeles Lakers,103,Box Score,,
"Sun, Apr 29, 2012",8:30 PM,Los Angeles Clippers,99,Memphis Grizzlies,98,Box Score,,
"Sun, Apr 29, 2012",12:00 PM,Utah Jazz,91,San Antonio Spurs,106,Box Score,,
"Mon, Apr 30, 2012",7:30 PM,Orlando Magic,78,Indiana Pacers,93,Box Score,,
"Mon, Apr 30, 2012",7:00 PM,New York Knicks,94,Miami Heat,104,Box Score,,
"Mon, Apr 30, 2012",8:30 PM,Dallas Mavericks,99,Oklahoma City Thunder,102,Box Score,,
"Tue, May 1, 2012",7:30 PM,Boston Celtics,87,Atlanta Hawks,80,Box Score,,
"Tue, May 1, 2012",7:00 PM,Philadelphia 76ers,109,Chicago Bulls,92,Box Score,,
"Tue, May 1, 2012",7:30 PM,Denver Nuggets,100,Los Angeles Lakers,104,Box Score,,
"Wed, May 2, 2012",8:30 PM,Los Angeles Clippers,98,Memphis Grizzlies,105,Box Score,,
"Wed, May 2, 2012",7:30 PM,Indiana Pacers,97,Orlando Magic,74,Box Score,,
"Wed, May 2, 2012",6:00 PM,Utah Jazz,83,San Antonio Spurs,114,Box Score,,
"Thu, May 3, 2012",8:30 PM,Oklahoma City Thunder,95,Dallas Mavericks,79,Box Score,,
"Thu, May 3, 2012",7:00 PM,Miami Heat,87,New York Knicks,70,Box Score,,
"Fri, May 4, 2012",7:30 PM,Atlanta Hawks,84,Boston Celtics,90,Box Score,OT,
"Fri, May 4, 2012",8:30 PM,Los Angeles Lakers,84,Denver Nuggets,99,Box Score,,
"Fri, May 4, 2012",8:00 PM,Chicago Bulls,74,Philadelphia 76ers,79,Box Score,,
"Sat, May 5, 2012",6:30 PM,Oklahoma City Thunder,103,Dallas Mavericks,97,Box Score,,
"Sat, May 5, 2012",1:30 PM,Memphis Grizzlies,86,Los Angeles Clippers,87,Box Score,,
"Sat, May 5, 2012",2:00 PM,Indiana Pacers,101,Orlando Magic,99,Box Score,OT,
"Sat, May 5, 2012",8:00 PM,San Antonio Spurs,102,Utah Jazz,90,Box Score,,
"Sun, May 6, 2012",7:00 PM,Atlanta Hawks,79,Boston Celtics,101,Box Score,,
"Sun, May 6, 2012",7:30 PM,Los Angeles Lakers,92,Denver Nuggets,88,Box Score,,
"Sun, May 6, 2012",3:30 PM,Miami Heat,87,New York Knicks,89,Box Score,,
"Sun, May 6, 2012",1:00 PM,Chicago Bulls,82,Philadelphia 76ers,89,Box Score,,
"Mon, May 7, 2012",7:30 PM,Memphis Grizzlies,97,Los Angeles Clippers,101,Box Score,OT,
"Mon, May 7, 2012",6:00 PM,San Antonio Spurs,87,Utah Jazz,81,Box Score,,
"Tue, May 8, 2012",8:00 PM,Boston Celtics,86,Atlanta Hawks,87,Box Score,,
"Tue, May 8, 2012",8:30 PM,Philadelphia 76ers,69,Chicago Bulls,77,Box Score,,
"Tue, May 8, 2012",7:00 PM,Orlando Magic,87,Indiana Pacers,105,Box Score,,
"Tue, May 8, 2012",7:30 PM,Denver Nuggets,102,Los Angeles Lakers,99,Box Score,,
"Wed, May 9, 2012",8:30 PM,Los Angeles Clippers,80,Memphis Grizzlies,92,Box Score,,
"Wed, May 9, 2012",7:00 PM,New York Knicks,94,Miami Heat,106,Box Score,,
"Thu, May 10, 2012",8:00 PM,Atlanta Hawks,80,Boston Celtics,83,Box Score,,
"Thu, May 10, 2012",8:30 PM,Los Angeles Lakers,96,Denver Nuggets,113,Box Score,,
"Thu, May 10, 2012",7:00 PM,Chicago Bulls,78,Philadelphia 76ers,79,Box Score,,
"Fri, May 11, 2012",6:00 PM,Memphis Grizzlies,90,Los Angeles Clippers,88,Box Score,,
"Sat, May 12, 2012",8:00 PM,Philadelphia 76ers,91,Boston Celtics,92,Box Score,,
"Sat, May 12, 2012",7:30 PM,Denver Nuggets,87,Los Angeles Lakers,96,Box Score,,
"Sun, May 13, 2012",12:00 PM,Los Angeles Clippers,82,Memphis Grizzlies,72,Box Score,,
"Sun, May 13, 2012",3:30 PM,Indiana Pacers,86,Miami Heat,95,Box Score,,
"Mon, May 14, 2012",7:00 PM,Philadelphia 76ers,82,Boston Celtics,81,Box Score,,
"Mon, May 14, 2012",8:30 PM,Los Angeles Lakers,90,Oklahoma City Thunder,119,Box Score,,
"Tue, May 15, 2012",7:00 PM,Indiana Pacers,78,Miami Heat,75,Box Score,,
"Tue, May 15, 2012",8:30 PM,Los Angeles Clippers,92,San Antonio Spurs,108,Box Score,,
"Wed, May 16, 2012",8:30 PM,Los Angeles Lakers,75,Oklahoma City Thunder,77,Box Score,,
"Wed, May 16, 2012",7:00 PM,Boston Celtics,107,Philadelphia 76ers,91,Box Score,,
"Thu, May 17, 2012",7:00 PM,Miami Heat,75,Indiana Pacers,94,Box Score,,
"Thu, May 17, 2012",8:30 PM,Los Angeles Clippers,88,San Antonio Spurs,105,Box Score,,
"Fri, May 18, 2012",7:30 PM,Oklahoma City Thunder,96,Los Angeles Lakers,99,Box Score,,
"Fri, May 18, 2012",8:00 PM,Boston Celtics,83,Philadelphia 76ers,92,Box Score,,
"Sat, May 19, 2012",12:30 PM,San Antonio Spurs,96,Los Angeles Clippers,86,Box Score,,
"Sat, May 19, 2012",7:30 PM,Oklahoma City Thunder,103,Los Angeles Lakers,100,Box Score,,
"Sun, May 20, 2012",3:30 PM,Miami Heat,101,Indiana Pacers,93,Box Score,,
"Sun, May 20, 2012",7:30 PM,San Antonio Spurs,102,Los Angeles Clippers,99,Box Score,,
"Mon, May 21, 2012",7:00 PM,Philadelphia 76ers,85,Boston Celtics,101,Box Score,,
"Mon, May 21, 2012",8:30 PM,Los Angeles Lakers,90,Oklahoma City Thunder,106,Box Score,,
"Tue, May 22, 2012",8:00 PM,Indiana Pacers,83,Miami Heat,115,Box Score,,
"Wed, May 23, 2012",8:00 PM,Boston Celtics,75,Philadelphia 76ers,82,Box Score,,
"Thu, May 24, 2012",8:00 PM,Miami Heat,105,Indiana Pacers,93,Box Score,,
"Sat, May 26, 2012",8:00 PM,Philadelphia 76ers,75,Boston Celtics,85,Box Score,,
"Sun, May 27, 2012",7:30 PM,Oklahoma City Thunder,98,San Antonio Spurs,101,Box Score,,
"Mon, May 28, 2012",8:30 PM,Boston Celtics,79,Miami Heat,93,Box Score,,
"Tue, May 29, 2012",8:00 PM,Oklahoma City Thunder,111,San Antonio Spurs,120,Box Score,,
"Wed, May 30, 2012",8:30 PM,Boston Celtics,111,Miami Heat,115,Box Score,OT,
"Thu, May 31, 2012",8:00 PM,San Antonio Spurs,82,Oklahoma City Thunder,102,Box Score,,
"Fri, Jun 1, 2012",8:30 PM,Miami Heat,91,Boston Celtics,101,Box Score,,
"Sat, Jun 2, 2012",7:30 PM,San Antonio Spurs,103,Oklahoma City Thunder,109,Box Score,,
"Sun, Jun 3, 2012",8:30 PM,Miami Heat,91,Boston Celtics,93,Box Score,OT,
"Mon, Jun 4, 2012",8:00 PM,Oklahoma City Thunder,108,San Antonio Spurs,103,Box Score,,
"Tue, Jun 5, 2012",8:30 PM,Boston Celtics,94,Miami Heat,90,Box Score,,
"Wed, Jun 6, 2012",8:00 PM,San Antonio Spurs,99,Oklahoma City Thunder,107,Box Score,,
"Thu, Jun 7, 2012",8:30 PM,Miami Heat,98,Boston Celtics,79,Box Score,,
"Sat, Jun 9, 2012",8:30 PM,Boston Celtics,88,Miami Heat,101,Box Score,,
"Tue, Jun 12, 2012",8:00 PM,Miami Heat,94,Oklahoma City Thunder,105,Box Score,,
"Thu, Jun 14, 2012",8:00 PM,Miami Heat,100,Oklahoma City Thunder,96,Box Score,,
"Sun, Jun 17, 2012",8:00 PM,Oklahoma City Thunder,85,Miami Heat,91,Box Score,,
"Tue, Jun 19, 2012",9:00 PM,Oklahoma City Thunder,98,Miami Heat,104,Box Score,,
"Thu, Jun 21, 2012",9:00 PM,Oklahoma City Thunder,106,Miami Heat,121,Box Score,,
"Sat, Apr 20, 2013",8:00 PM,Chicago Bulls,89,Brooklyn Nets,106,Box Score,,
"Sat, Apr 20, 2013",5:30 PM,Golden State Warriors,95,Denver Nuggets,97,Box Score,,
"Sat, Apr 20, 2013",10:30 PM,Memphis Grizzlies,91,Los Angeles Clippers,112,Box Score,,
"Sat, Apr 20, 2013",3:00 PM,Boston Celtics,78,New York Knicks,85,Box Score,,
"Sun, Apr 21, 2013",1:00 PM,Atlanta Hawks,90,Indiana Pacers,107,Box Score,,
"Sun, Apr 21, 2013",7:00 PM,Milwaukee Bucks,87,Miami Heat,110,Box Score,,
"Sun, Apr 21, 2013",9:30 PM,Houston Rockets,91,Oklahoma City Thunder,120,Box Score,,
"Sun, Apr 21, 2013",3:30 PM,Los Angeles Lakers,79,San Antonio Spurs,91,Box Score,,
"Mon, Apr 22, 2013",8:00 PM,Chicago Bulls,90,Brooklyn Nets,82,Box Score,,
"Mon, Apr 22, 2013",10:30 PM,Memphis Grizzlies,91,Los Angeles Clippers,93,Box Score,,
"Tue, Apr 23, 2013",10:30 PM,Golden State Warriors,131,Denver Nuggets,117,Box Score,,
"Tue, Apr 23, 2013",7:30 PM,Milwaukee Bucks,86,Miami Heat,98,Box Score,,
"Tue, Apr 23, 2013",8:00 PM,Boston Celtics,71,New York Knicks,87,Box Score,,
"Wed, Apr 24, 2013",7:30 PM,Atlanta Hawks,98,Indiana Pacers,113,Box Score,,
"Wed, Apr 24, 2013",7:00 PM,Houston Rockets,102,Oklahoma City Thunder,105,Box Score,,
"Wed, Apr 24, 2013",9:30 PM,Los Angeles Lakers,91,San Antonio Spurs,102,Box Score,,
"Thu, Apr 25, 2013",8:30 PM,Brooklyn Nets,76,Chicago Bulls,79,Box Score,,
"Thu, Apr 25, 2013",9:30 PM,Los Angeles Clippers,82,Memphis Grizzlies,94,Box Score,,
"Thu, Apr 25, 2013",7:00 PM,Miami Heat,104,Milwaukee Bucks,91,Box Score,,
"Fri, Apr 26, 2013",8:00 PM,New York Knicks,90,Boston Celtics,76,Box Score,,
"Fri, Apr 26, 2013",10:30 PM,Denver Nuggets,108,Golden State Warriors,110,Box Score,,
"Fri, Apr 26, 2013",10:30 PM,San Antonio Spurs,120,Los Angeles Lakers,89,Box Score,,
"Sat, Apr 27, 2013",7:00 PM,Indiana Pacers,69,Atlanta Hawks,90,Box Score,,
"Sat, Apr 27, 2013",2:00 PM,Brooklyn Nets,134,Chicago Bulls,142,Box Score,3OT,
"Sat, Apr 27, 2013",9:30 PM,Oklahoma City Thunder,104,Houston Rockets,101,Box Score,,
"Sat, Apr 27, 2013",4:30 PM,Los Angeles Clippers,83,Memphis Grizzlies,104,Box Score,,
"Sun, Apr 28, 2013",1:00 PM,New York Knicks,90,Boston Celtics,97,Box Score,OT,
"Sun, Apr 28, 2013",9:30 PM,Denver Nuggets,101,Golden State Warriors,115,Box Score,,
"Sun, Apr 28, 2013",7:00 PM,San Antonio Spurs,103,Los Angeles Lakers,82,Box Score,,
"Sun, Apr 28, 2013",3:30 PM,Miami Heat,88,Milwaukee Bucks,77,Box Score,,
"Mon, Apr 29, 2013",7:30 PM,Indiana Pacers,91,Atlanta Hawks,102,Box Score,,
"Mon, Apr 29, 2013",7:00 PM,Chicago Bulls,91,Brooklyn Nets,110,Box Score,,
"Mon, Apr 29, 2013",9:30 PM,Oklahoma City Thunder,103,Houston Rockets,105,Box Score,,
"Tue, Apr 30, 2013",8:00 PM,Golden State Warriors,100,Denver Nuggets,107,Box Score,,
"Tue, Apr 30, 2013",10:30 PM,Memphis Grizzlies,103,Los Angeles Clippers,93,Box Score,,
"Wed, May 1, 2013",8:00 PM,Atlanta Hawks,83,Indiana Pacers,106,Box Score,,
"Wed, May 1, 2013",7:00 PM,Boston Celtics,92,New York Knicks,86,Box Score,,
"Wed, May 1, 2013",9:30 PM,Houston Rockets,107,Oklahoma City Thunder,100,Box Score,,
"Thu, May 2, 2013",8:00 PM,Brooklyn Nets,95,Chicago Bulls,92,Box Score,,
"Thu, May 2, 2013",10:30 PM,Denver Nuggets,88,Golden State Warriors,92,Box Score,,
"Fri, May 3, 2013",7:00 PM,Indiana Pacers,81,Atlanta Hawks,73,Box Score,,
"Fri, May 3, 2013",7:00 PM,New York Knicks,88,Boston Celtics,80,Box Score,,
"Fri, May 3, 2013",9:30 PM,Oklahoma City Thunder,103,Houston Rockets,94,Box Score,,
"Fri, May 3, 2013",9:30 PM,Los Angeles Clippers,105,Memphis Grizzlies,118,Box Score,,
"Sat, May 4, 2013",8:00 PM,Chicago Bulls,99,Brooklyn Nets,93,Box Score,,
"Sun, May 5, 2013",3:30 PM,Indiana Pacers,102,New York Knicks,95,Box Score,,
"Sun, May 5, 2013",1:00 PM,Memphis Grizzlies,91,Oklahoma City Thunder,93,Box Score,,
"Mon, May 6, 2013",7:00 PM,Chicago Bulls,93,Miami Heat,86,Box Score,,
"Mon, May 6, 2013",9:30 PM,Golden State Warriors,127,San Antonio Spurs,129,Box Score,2OT,
"Tue, May 7, 2013",7:00 PM,Indiana Pacers,79,New York Knicks,105,Box Score,,
"Tue, May 7, 2013",9:30 PM,Memphis Grizzlies,99,Oklahoma City Thunder,93,Box Score,,
"Wed, May 8, 2013",7:00 PM,Chicago Bulls,78,Miami Heat,115,Box Score,,
"Wed, May 8, 2013",9:30 PM,Golden State Warriors,100,San Antonio Spurs,91,Box Score,,
"Fri, May 10, 2013",8:00 PM,Miami Heat,104,Chicago Bulls,94,Box Score,,
"Fri, May 10, 2013",10:30 PM,San Antonio Spurs,102,Golden State Warriors,92,Box Score,,
"Sat, May 11, 2013",8:00 PM,New York Knicks,71,Indiana Pacers,82,Box Score,,
"Sat, May 11, 2013",5:00 PM,Oklahoma City Thunder,81,Memphis Grizzlies,87,Box Score,,
"Sun, May 12, 2013",3:30 PM,San Antonio Spurs,87,Golden State Warriors,97,Box Score,OT,
"Mon, May 13, 2013",7:00 PM,Miami Heat,88,Chicago Bulls,65,Box Score,,
"Mon, May 13, 2013",9:30 PM,Oklahoma City Thunder,97,Memphis Grizzlies,103,Box Score,OT,
"Tue, May 14, 2013",7:00 PM,New York Knicks,82,Indiana Pacers,93,Box Score,,
"Tue, May 14, 2013",9:30 PM,Golden State Warriors,91,San Antonio Spurs,109,Box Score,,
"Wed, May 15, 2013",7:00 PM,Chicago Bulls,91,Miami Heat,94,Box Score,,
"Wed, May 15, 2013",9:30 PM,Memphis Grizzlies,88,Oklahoma City Thunder,84,Box Score,,
"Thu, May 16, 2013",10:30 PM,San Antonio Spurs,94,Golden State Warriors,82,Box Score,,
"Thu, May 16, 2013",8:00 PM,Indiana Pacers,75,New York Knicks,85,Box Score,,
"Sat, May 18, 2013",8:00 PM,New York Knicks,99,Indiana Pacers,106,Box Score,,
"Sun, May 19, 2013",3:30 PM,Memphis Grizzlies,83,San Antonio Spurs,105,Box Score,,
"Tue, May 21, 2013",9:00 PM,Memphis Grizzlies,89,San Antonio Spurs,93,Box Score,OT,
"Wed, May 22, 2013",8:30 PM,Indiana Pacers,102,Miami Heat,103,Box Score,OT,
"Fri, May 24, 2013",8:30 PM,Indiana Pacers,97,Miami Heat,93,Box Score,,
"Sat, May 25, 2013",9:00 PM,San Antonio Spurs,104,Memphis Grizzlies,93,Box Score,OT,
"Sun, May 26, 2013",8:30 PM,Miami Heat,114,Indiana Pacers,96,Box Score,,
"Mon, May 27, 2013",9:00 PM,San Antonio Spurs,93,Memphis Grizzlies,86,Box Score,,
"Tue, May 28, 2013",8:30 PM,Miami Heat,92,Indiana Pacers,99,Box Score,,
"Thu, May 30, 2013",8:30 PM,Indiana Pacers,79,Miami Heat,90,Box Score,,
"Sat, Jun 1, 2013",8:30 PM,Miami Heat,77,Indiana Pacers,91,Box Score,,
"Mon, Jun 3, 2013",8:30 PM,Indiana Pacers,76,Miami Heat,99,Box Score,,
"Thu, Jun 6, 2013",9:00 PM,San Antonio Spurs,92,Miami Heat,88,Box Score,,
"Sun, Jun 9, 2013",8:00 PM,San Antonio Spurs,84,Miami Heat,103,Box Score,,
"Tue, Jun 11, 2013",9:00 PM,Miami Heat,77,San Antonio Spurs,113,Box Score,,
"Thu, Jun 13, 2013",9:00 PM,Miami Heat,109,San Antonio Spurs,93,Box Score,,
"Sun, Jun 16, 2013",8:00 PM,Miami Heat,104,San Antonio Spurs,114,Box Score,,
"Tue, Jun 18, 2013",9:00 PM,San Antonio Spurs,100,Miami Heat,103,Box Score,OT,
"Thu, Jun 20, 2013",9:00 PM,San Antonio Spurs,88,Miami Heat,95,Box Score,,
"Sat, Apr 19, 2014",7:00 PM,Atlanta Hawks,101,Indiana Pacers,93,Box Score,,
"Sat, Apr 19, 2014",3:30 PM,Golden State Warriors,109,Los Angeles Clippers,105,Box Score,,
"Sat, Apr 19, 2014",9:43 PM,Memphis Grizzlies,86,Oklahoma City Thunder,100,Box Score,,
"Sat, Apr 19, 2014",12:30 AM,Brooklyn Nets,94,Toronto Raptors,87,Box Score,,
"Sun, Apr 20, 2014",7:00 PM,Washington Wizards,102,Chicago Bulls,93,Box Score,,
"Sun, Apr 20, 2014",9:30 PM,Portland Trail Blazers,122,Houston Rockets,120,Box Score,OT,
"Sun, Apr 20, 2014",3:30 PM,Charlotte Bobcats,88,Miami Heat,99,Box Score,,
"Sun, Apr 20, 2014",1:00 PM,Dallas Mavericks,85,San Antonio Spurs,90,Box Score,,
"Mon, Apr 21, 2014",10:30 PM,Golden State Warriors,98,Los Angeles Clippers,138,Box Score,,
"Mon, Apr 21, 2014",8:00 PM,Memphis Grizzlies,111,Oklahoma City Thunder,105,Box Score,OT,
"Tue, Apr 22, 2014",9:30 PM,Washington Wizards,101,Chicago Bulls,99,Box Score,OT,
"Tue, Apr 22, 2014",7:00 PM,Atlanta Hawks,85,Indiana Pacers,101,Box Score,,
"Tue, Apr 22, 2014",7:30 PM,Brooklyn Nets,95,Toronto Raptors,100,Box Score,,
"Wed, Apr 23, 2014",9:30 PM,Portland Trail Blazers,112,Houston Rockets,105,Box Score,,
"Wed, Apr 23, 2014",7:00 PM,Charlotte Bobcats,97,Miami Heat,101,Box Score,,
"Wed, Apr 23, 2014",8:00 PM,Dallas Mavericks,113,San Antonio Spurs,92,Box Score,,
"Thu, Apr 24, 2014",7:00 PM,Indiana Pacers,85,Atlanta Hawks,98,Box Score,,
"Thu, Apr 24, 2014",10:30 PM,Los Angeles Clippers,98,Golden State Warriors,96,Box Score,,
